x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
14,NA,1,NA,9,32,100,NA,1,1,6,4,0.75,0.08333,0,0,NA,NA,0
14,NA,NA,2,NA,NA,100,NA,NA,1,6,4,0.75,0.08333,0,0,0,NA,0
14,2,0,2,9,32,100,NA,1,1,6,4,0.75,0.08333,0,0,0,NA,0
14,NA,0,2,NA,32,100,0.979,1,1,6,4,0.75,0.08333,0,0,NA,0,0
14,NA,1,2,9,32,100,NA,1,1,6,4,0.75,0.08333,0,0,0,NA,0
14,2,1,2,NA,32,NA,0.979,1,1,6,4,0.75,0.08333,0,0,0,0,0
14,2,NA,2,9,32,100,0.979,1,1,6,4,0.75,0.08333,0,0,0,NA,0
14,2,NA,2,9,NA,100,NA,1,1,6,8,0.83333,0,0,0,0,NA,0
14,2,1,2,9,NA,NA,NA,1,1,6,8,0.75,0.08333,0,0,0,NA,0
14,2,1,2,NA,NA,NA,0.979,1,1,6,8,0.75,0.08333,0,0,0,0,0
14,2,1,2,NA,32,100,NA,1,1,6,8,0.75,0.08333,0,0,NA,0,0
14,2,0,2,9,NA,NA,0.979,1.132,1,12,8,0.75,0.08333,0,0,0,0,0
4,2,1,NA,2,NA,100,1,1,0,12,1,0,0.08333,0,0,NA,0,0
4,2,NA,2,NA,NA,100,NA,1,0,12,1,0,0.08333,0,0,NA,NA,0
4,2,1,2,2,NA,NA,1,1,0,12,1,0,0.08333,0,0,0,0,0
4,2,1,2,2,39,100,1,NA,0,12,4,0,0.08333,0,0,NA,0,0
10,NA,0,NA,3,NA,100,NA,1,1,6,4,0.58333,0,0,0,NA,NA,1
4,2,NA,2,2,39,NA,1,1,0,12,1,0,0.08333,0,0,NA,0,0
9,NA,0,NA,2,47,NA,NA,1.066,1,12,4,0.41667,0.08333,0,0,0,NA,0
15,NA,0,2,1,NA,100,1,1.083,1,6,5,0.25,0.08333,0,0,0,NA,0
15,2,0,2,1,43,NA,NA,NA,1,4,5,0.25,0.08333,0,0,0,0,0
15,2,0,2,1,43,NA,1,1.083,1,3,5,0.25,0.08333,0,0,0,0,0
11,NA,0,2,2,NA,NA,NA,1.091,NA,12,8,0.08333,0.08333,0,0,NA,0,0
26,2,NA,2,NA,NA,100,NA,1.095,1,36,7,0.25,0.25,0,0,NA,0,0
14,2,0,2,2,NA,100,1,1.098,1,36,8,0.25,0.25,0,0,NA,0,0
18,2,0,NA,NA,56,100,1,1.12,1,12,8,0,0.08333,0,0,NA,NA,0
7,2,0,2,2,47,NA,1,1.2,1,12,4,0.25,0.08333,0,0,0,0,0
3,2,1,2,4,51,100,NA,NA,1,6,4,0,0.08333,0,0,0,0,0
12,2,0,2,5,50,NA,1,NA,1,12,5,0.16667,0.08333,0,0,NA,0,0
12,NA,1,2,5,50,NA,1,1.3,NA,12,5,0.16667,0.08333,0,0,0,0,0
12,2,1,NA,5,50,NA,NA,1.3,NA,12,5,0.16667,0.08333,0,0,NA,NA,0
12,2,1,NA,NA,NA,100,NA,1.3,1,12,5,0.16667,0.08333,0,0,0,0,0
12,2,1,NA,5,NA,NA,1,1.3,1,12,5,0.16667,0.08333,0,0,0,NA,0
12,2,1,2,5,50,100,1,1.3,1,12,5,0.16667,0.08333,0,0,0,0,0
12,2,1,2,5,50,100,1,1.3,1,12,5,0.16667,0.08333,0,0,0,NA,0
12,2,0,2,NA,NA,100,NA,1.3,1,12,5,0.16667,0.08333,0,0,NA,NA,0
12,2,NA,NA,NA,50,100,NA,1.3,1,12,5,0.16667,0.08333,0,0,0,0,0
3,NA,NA,2,4,51,100,1,1.3,1,6,5,0.08333,0,0,0,NA,0,0
4,NA,0,2,2,NA,NA,NA,1.386,NA,6,5,0.25,0,0,0,0,NA,0
4,2,0,2,2,41,NA,1,NA,1,6,5,0.16667,0.08333,0,0,NA,NA,0
33,NA,NA,2,3,NA,NA,NA,1.925,1,18,5,0.08333,0.16667,0,0,NA,NA,0
8,2,NA,NA,3,NA,100,NA,1.06,NA,10,8,0.58333,0.08333,0,0,0,NA,0
8,NA,0,4,NA,53,NA,NA,1.08,1,10,5,0.58333,0.08333,0,0,0,NA,0
8,2,1,4,NA,NA,NA,0.197,NA,1,10,8,0.58333,0.08333,0,0,0,0,0
8,NA,NA,4,3,53,100,NA,1.06,1,10,8,0.58333,0.08333,0,0,0,NA,0
8,2,NA,NA,NA,53,NA,NA,1.08,1,10,5,0.58333,0.08333,0,0,0,NA,0
20,NA,NA,NA,5,56,100,NA,1.09,NA,6,8,0,0.08333,0,0,0,NA,0
20,NA,1,12,NA,56,100,0.204,1.09,1,6,8,0,0.08333,0,0,NA,0,0
8,2,1,NA,3,53,100,0.038,1,1,5,4,0.58333,0.08333,0,0,NA,NA,0
8,NA,0,2,3,53,100,NA,1,1,6,4,0.58333,0.08333,0,0,NA,0,0
8,NA,NA,NA,NA,NA,100,0.035,1,1,6,1,0.58333,0.08333,0,0,0,0,0
8,2,0,2,3,NA,100,0.035,1,1,5,1,0.58333,0.08333,0,0,0,0,0
8,NA,NA,NA,NA,53,NA,NA,1,1,6,NA,0.58333,0.08333,0,0,NA,NA,0
8,2,NA,NA,NA,NA,NA,NA,1.012,1,4,4,0.58333,0.08333,0,0,0,0,0
8,2,0,2,NA,NA,NA,NA,1.012,1,6,4,0.58333,0.08333,0,0,0,0,0
8,NA,1,NA,3,NA,100,NA,1.033,1,6,8,0.58333,0.08333,0,0,0,0,0
8,2,1,NA,NA,NA,100,NA,NA,1,6,4,0.58333,0.08333,0,0,NA,0,0
8,2,1,2,NA,53,100,NA,1.01,1,6,4,0.58333,0.08333,0,0,0,NA,0
8,2,0,4,3,NA,100,NA,1.012,NA,6,4,0.58333,0.08333,0,0,NA,0,0
8,2,0,4,NA,53,NA,0.035,1,1,6,1,0.58333,0.08333,0,0,0,NA,0
8,NA,0,4,3,NA,NA,NA,1.011,NA,6,NA,0.66667,0,0,0,NA,NA,0
8,2,0,NA,3,53,NA,NA,1.011,1,5,4,0.66667,0,0,0,0,0,0
8,NA,0,12,3,53,100,NA,1,1,4,4,0.66667,0,0,0,NA,NA,0
8,2,NA,12,NA,53,NA,NA,1,1,6,1,0.66667,0,0,0,0,0,0
8,2,1,12,3,NA,NA,0.034,1,1,5,4,0.66667,0,0,0,NA,NA,0
8,2,NA,12,NA,NA,NA,0.035,1,1,6,1,0.66667,0,0,0,NA,NA,0
8,2,1,NA,3,53,100,0.035,1,1,6,1,0.66667,0,0,0,NA,NA,0
8,NA,NA,3,3,NA,100,0.035,1,1,6,1,0.66667,0,0,0,NA,0,0
8,2,1,3,3,53,NA,0.035,1,NA,6,1,0.66667,0,0,0,0,NA,0
8,2,1,2,3,NA,100,0.035,NA,1,4,1,0.66667,0,0,0,0,NA,0
8,NA,1,2,3,53,NA,0.035,1,1,3,1,0.66667,0,0,0,0,0,0
8,2,NA,2,3,53,NA,0.035,NA,1,6,1,0.66667,0,0,0,NA,0,0
8,2,NA,NA,3,53,NA,NA,1,1,3,1,0.66667,0,0,0,NA,NA,0
8,2,0,2,3,53,100,0.035,1,1,4,1,0.66667,0,0,0,0,0,0
8,2,0,4,3,53,100,0.035,1,1,3,NA,0.66667,0,0,0,NA,0,0
8,2,1,4,3,53,NA,0.035,1,1,3,1,0.66667,0,0,0,0,0,0
8,NA,NA,4,3,53,100,NA,1,1,6,1,0.66667,0,0,0,0,NA,0
8,2,1,12,3,53,NA,NA,1,NA,5,NA,0.66667,0,0,0,0,0,0
8,2,0,12,3,NA,100,0.034,NA,1,5,NA,0.66667,0,0,0,NA,NA,0
22,2,NA,12,NA,55,100,NA,1.11,1,6,4,0.25,0.08333,0,0,0,0,0
22,2,NA,2,1,55,100,0.02,1.071,1,6,4,0.25,0.08333,0,0,NA,0,0
22,2,NA,2,1,55,100,0.02,1,1,6,4,0.33333,0,0,0,NA,NA,0
22,NA,1,12,1,NA,NA,NA,1,1,6,4,0.33333,0,0,0,0,0,0
18,NA,NA,NA,NA,NA,100,NA,1.003,0,5,4,0.41667,0.08333,0,0,0,0,0
18,NA,0,NA,2,43,NA,NA,NA,0,5,4,0.41667,0.08333,0,0,NA,0,0
18,2,0,4,NA,43,NA,0.118,NA,0,5,4,0.41667,0.08333,0,0,0,NA,0
18,2,NA,4,2,NA,100,0.118,NA,0,5,4,0.41667,0.08333,0,0,NA,NA,0
18,2,NA,4,2,43,100,0.118,1.1,0,5,4,0.41667,0.08333,0,0,NA,0,0
18,NA,1,NA,NA,43,NA,0.118,NA,0,5,4,0.41667,0.08333,0,0,NA,0,0
18,NA,1,3,2,43,100,0.12,1,0,6,4,0.41667,0.08333,0,0,0,NA,0
18,2,1,3,2,43,NA,NA,1,0,6,4,0.41667,0.08333,0,0,NA,NA,0
18,2,NA,NA,NA,NA,100,NA,1,NA,6,4,0.41667,0.08333,0,0,NA,NA,0
18,2,0,NA,2,43,NA,0.12,1,0,6,4,0.41667,0.08333,0,0,NA,NA,0
18,NA,1,NA,2,NA,100,0.12,1,0,6,4,0.41667,0.08333,0,0,NA,NA,0
18,NA,NA,NA,2,43,100,NA,1,NA,6,4,0.41667,0.08333,0,0,NA,NA,0
18,2,NA,2,2,NA,NA,NA,1,0,6,4,0.41667,0.08333,0,0,0,0,0
18,2,0,2,2,43,100,NA,1.003,0,6,4,0.5,0,0,0,NA,0,0
18,2,NA,NA,2,43,100,NA,1,0,6,4,0.5,0,0,0,NA,NA,0
18,NA,0,2,2,NA,NA,0.122,1,0,6,4,0.5,0,0,0,NA,NA,0
18,NA,0,2,2,43,NA,NA,1,0,6,4,0.5,0,0,0,0,NA,0
18,NA,0,NA,2,43,100,0.122,1,0,6,4,0.5,0,0,0,0,0,0
18,NA,0,NA,NA,43,NA,0.122,1,0,6,4,0.5,0,0,0,0,0,0
18,2,NA,2,2,43,100,0.122,1,0,6,4,0.5,0,0,0,0,NA,0
18,2,NA,2,2,NA,NA,0.122,1,0,6,4,0.5,0,0,0,0,NA,0
18,NA,NA,2,2,NA,100,NA,1,0,6,4,0.5,0,0,0,0,NA,0
18,NA,0,2,NA,43,100,0.122,1,0,6,4,0.5,0,0,0,0,NA,0
18,NA,0,NA,2,NA,100,NA,1,NA,6,NA,0.5,0,0,0,0,NA,0
18,NA,0,2,NA,NA,NA,0.122,1,0,6,4,0.5,0,0,0,0,0,0
18,2,0,2,2,43,100,NA,1,0,6,4,0.5,0,0,0,NA,NA,0
20,2,0,NA,NA,56,100,0.204,1.218,NA,5,4,0,0.08333,0,0,0,0,0
20,2,1,2,NA,56,NA,NA,1.219,NA,6,4,0,0,0,0,NA,0,0
20,NA,1,2,5,NA,100,0.204,1.219,1,6,4,0,0,0,0,NA,0,0
10,2,1,2,3,43,100,0.085,1.192,1,51,5,0.25,0.33333,0,0,NA,NA,0
8,NA,1,2,NA,53,100,NA,1.3,1,6,5,0.58333,0.08333,0,0,0,0,0
8,2,1,NA,3,NA,NA,0.03,1.3,1,6,5,0.58333,0.08333,0,0,0,0,0
8,2,1,NA,3,NA,100,0.03,NA,1,5,5,0.58333,0.08333,0,0,0,0,0
8,NA,NA,NA,NA,53,100,NA,1.297,1,4,8,0.66667,0,0,0,NA,0,0
14,2,0,2,NA,NA,NA,0.08,NA,1,6,5,0.25,0.08333,0,0,0,NA,0
14,2,NA,2,NA,40,NA,NA,2.075,1,6,NA,0.25,0.08333,0,0,0,NA,0
14,2,1,2,2,40,100,0.059,1.3,1,6,5,0.33333,0,0,0,0,NA,0
14,NA,1,2,2,40,NA,0.059,1.3,1,6,5,0.33333,0,0,0,0,0,0
14,NA,NA,NA,NA,40,100,0.059,1.3,1,6,5,0.33333,0,0,0,NA,NA,0
14,2,1,NA,2,40,NA,0.059,1.3,1,6,5,0.33333,0,0,0,NA,0,0
43,2,1,2,NA,NA,99,0.147,1,1,6,4,0.41667,0.08333,0,0,NA,0,0
43,2,1,2,NA,NA,99,0.147,1,1,6,4,0.41667,0.08333,0,0,NA,0,0
43,NA,0,NA,NA,35,NA,NA,1,1,6,NA,0.41667,0.08333,0,0,0,NA,0
43,2,0,NA,3,35,99,NA,1,1,6,4,0.41667,0.08333,0,0,0,NA,0
43,2,0,2,3,NA,99,NA,1,1,6,4,0.41667,0.08333,0,0,0,NA,0
43,NA,1,2,3,NA,99,0.147,1,1,6,4,0.41667,0.08333,0,0,NA,0,0
43,2,1,2,3,35,99,NA,1,1,6,4,0.41667,0.08333,0,0,NA,0,0
43,2,1,NA,3,NA,99,NA,1,1,6,4,0.41667,0.08333,0,0,0,0,0
43,NA,1,2,3,NA,99,0.147,1,NA,6,4,0.5,0,0,0,NA,0,0
43,NA,1,2,3,NA,99,0.147,1,1,6,4,0.5,0,0,0,0,NA,0
43,NA,1,2,NA,35,99,0.147,1,1,6,4,0.5,0,0,0,NA,0,0
43,NA,1,2,NA,NA,99,NA,1,1,6,4,0.5,0,0,0,NA,0,0
43,2,0,2,3,NA,99,0.147,1,1,6,4,0.5,0,0,0,0,NA,0
43,NA,0,NA,3,35,NA,0.147,1,NA,6,4,0.5,0,0,0,0,0,0
43,NA,0,2,NA,35,99,0.147,1,1,6,4,0.5,0,0,0,0,0,0
43,2,0,NA,3,35,99,0.147,1,1,6,4,0.5,0,0,0,0,NA,0
42,2,0,2,NA,35,NA,0.035,1,1,6,4,0.41667,0.08333,0,0,0,0,0
42,2,0,2,NA,35,99,0.035,1,1,5,4,0.41667,0.08333,0,0,0,0,0
42,2,1,2,3,NA,99,NA,1,NA,6,4,0.41667,0.08333,0,0,0,NA,0
42,2,1,2,3,NA,NA,NA,1,1,6,4,0.41667,0.08333,0,0,0,0,0
42,NA,1,NA,3,35,99,0.035,1,1,5,4,0.41667,0.08333,0,0,NA,NA,0
42,2,NA,2,NA,NA,NA,NA,1,1,3,4,0.41667,0.08333,0,0,NA,NA,0
42,NA,1,2,3,35,NA,0.035,1,NA,3,4,0.41667,0.08333,0,0,NA,NA,0
42,NA,0,2,3,35,99,0.035,1,1,3,4,0.41667,0.08333,0,0,NA,NA,0
42,2,0,2,NA,NA,99,0.035,1,1,6,4,0.41667,0.08333,0,0,NA,0,0
42,NA,NA,NA,NA,35,99,NA,1,NA,6,4,0.41667,0.08333,0,0,NA,NA,0
42,2,0,2,3,35,NA,NA,NA,1,3,4,0.41667,0.08333,0,0,0,NA,0
42,2,NA,2,3,35,NA,0.035,1,NA,3,4,0.41667,0.08333,0,0,0,0,0
42,NA,NA,2,3,NA,NA,0.035,1,1,6,4,0.41667,0.08333,0,0,0,NA,0
42,2,0,NA,NA,NA,99,NA,NA,NA,6,4,0.41667,0.08333,0,0,0,NA,0
42,NA,1,2,NA,NA,99,NA,1,NA,3,4,0.41667,0.08333,0,0,NA,0,0
42,NA,1,2,NA,NA,99,0.035,1,1,3,4,0.41667,0.08333,0,0,0,0,0
42,2,1,2,NA,35,99,0.035,1,1,6,4,0.41667,0.08333,0,0,0,NA,0
42,2,1,NA,3,NA,99,0.035,NA,1,6,4,0.41667,0.08333,0,0,NA,0,0
42,2,1,2,3,NA,NA,NA,1,NA,6,4,0.5,0,0,0,NA,0,0
42,2,1,NA,NA,NA,99,0.035,1,1,3,4,0.5,0,0,0,0,0,0
42,2,1,2,NA,NA,NA,0.035,1,1,3,4,0.5,0,0,0,0,0,0
42,2,1,2,3,NA,NA,0.035,1,1,3,4,0.5,0,0,0,NA,NA,0
42,2,1,2,NA,NA,99,NA,1,NA,6,4,0.5,0,0,0,0,NA,0
42,NA,NA,NA,3,35,NA,0.035,1,1,6,4,0.5,0,0,0,NA,0,0
42,2,NA,2,3,35,99,0.035,1,NA,6,4,0.5,0,0,0,NA,0,0
42,NA,0,2,3,NA,99,NA,NA,1,3,4,0.5,0,0,0,NA,NA,0
42,2,0,NA,NA,NA,99,0.035,1,1,6,4,0.5,0,0,0,0,0,0
42,2,0,NA,3,35,NA,0.035,1,1,6,4,0.5,0,0,0,NA,NA,0
42,2,0,NA,3,35,99,0.035,1,1,6,4,0.5,0,0,0,NA,0,0
42,2,0,2,3,35,99,NA,1,1,6,4,0.5,0,0,0,0,NA,0
42,NA,NA,NA,3,NA,99,0.035,1,1,6,NA,0.5,0,0,0,NA,NA,0
42,2,0,NA,3,35,99,NA,NA,1,6,4,0.5,0,0,0,NA,NA,0
42,2,1,2,3,NA,99,0.035,1,1,3,4,0.5,0,0,0,0,0,0
42,2,1,2,NA,35,NA,0.035,1,1,3,4,0.5,0,0,0,0,NA,0
42,2,1,2,3,35,NA,0.035,1,1,3,4,0.5,0,0,0,NA,NA,0
42,2,1,2,3,NA,99,NA,1,1,3,4,0.5,0,0,0,NA,NA,0
45,2,1,NA,3,35,NA,0.089,1,1,6,4,0.41667,0.08333,0,0,0,0,0
45,2,1,NA,3,35,99,0.089,1,1,6,4,0.41667,0.08333,0,0,0,NA,0
45,2,NA,NA,NA,NA,99,0.089,1,1,6,4,0.41667,0.08333,0,0,NA,NA,0
45,2,NA,NA,3,35,99,NA,NA,1,6,4,0.41667,0.08333,0,0,0,0,0
45,NA,1,1,NA,35,NA,0.089,1,1,6,4,0.5,0,0,0,NA,0,0
45,2,1,1,NA,35,99,NA,NA,NA,6,4,0.5,0,0,0,0,0,0
45,2,1,NA,3,NA,NA,NA,1,1,6,4,0.5,0,0,0,0,0,0
5,2,0,1,3,NA,99,0.937,NA,1,6,4,0,0.08333,0,0,0,NA,0
5,2,1,1,3,38,NA,0.997,7.667,1,6,4,0,0.08333,0,0,NA,0,0
11,2,1,2,2,40,NA,0.172,NA,1,72,5,0,0.5,0,0,NA,0,0
11,NA,1,2,NA,40,98,NA,1.134,1,21,5,0,0.16667,0,0,0,NA,0
11,2,1,NA,2,40,98,NA,NA,1,12,5,0.08333,0.08333,0,0,NA,0,0
11,2,1,NA,2,40,98,0.172,1.074,1,7,5,0.08333,0.08333,0,0,0,NA,0
11,2,NA,2,2,NA,NA,0.172,1.107,1,12,8,0.08333,0.08333,0,0,0,0,0
8,2,0,2,NA,48,98,0.115,1,0,6,4,0.08333,0.08333,0,0,0,NA,0
8,NA,0,2,NA,NA,NA,0.112,1.154,0,6,NA,0.16667,0,0,0,0,NA,0
43,2,0,NA,NA,34,NA,NA,1,1,6,8,0,0.08333,0,0,NA,0,0
43,2,0,NA,NA,34,98,0.179,1.153,1,3,NA,0,0,0,0,NA,NA,0
43,2,1,2,6,34,98,0.179,1.155,1,4,4,0,0,0,0,0,0,0
43,2,NA,2,6,34,98,NA,1.155,1,4,4,0,0,0,0,NA,NA,0
43,NA,1,2,NA,NA,NA,NA,NA,1,4,4,0,0,0,0,NA,NA,0
43,NA,1,2,6,34,NA,0.179,1.155,NA,4,4,0,0,0,0,NA,NA,0
43,NA,1,NA,6,34,98,0.179,1.153,1,3,4,0,0,0,0,NA,NA,0
43,NA,NA,2,6,34,98,0.179,NA,1,3,NA,0,0,0,0,0,0,0
11,2,NA,NA,2,40,NA,NA,1.074,1,3,4,0.08333,0.08333,0,0,NA,NA,0
11,2,1,2,2,40,98,0.172,1.074,1,3,4,0.08333,0.08333,0,0,NA,NA,0
11,2,1,2,2,40,98,0.172,1.071,1,3,4,0.16667,0,0,0,NA,NA,0
11,2,NA,2,2,NA,98,0.172,1,1,3,1,0.16667,0,0,0,0,0,0
11,2,0,2,NA,NA,98,NA,1.072,1,6,4,0.16667,0,0,0,NA,NA,0
11,NA,0,NA,2,NA,98,0.172,1.071,1,3,4,0.16667,0,0,0,NA,0,0
11,2,NA,NA,NA,40,NA,NA,1.071,1,3,4,0.16667,0,0,0,0,NA,0
11,NA,0,2,NA,40,98,NA,NA,1,3,1,0.16667,0,0,0,0,NA,0
11,2,NA,2,2,NA,NA,NA,1,1,3,1,0.16667,0,0,0,0,0,0
11,2,1,2,2,NA,NA,0.172,1.071,1,3,5,0.16667,0,0,0,NA,0,0
11,2,1,NA,2,NA,98,0.172,NA,1,3,5,0.16667,0,0,0,0,NA,0
11,2,NA,NA,2,NA,98,0.172,NA,1,3,5,0.16667,0,0,0,0,0,0
11,2,NA,NA,NA,NA,98,0.172,1.072,1,6,NA,0.16667,0,0,0,NA,NA,0
11,NA,1,NA,NA,NA,98,NA,1.072,NA,6,4,0.16667,0,0,0,0,NA,0
11,2,1,2,2,40,NA,0.172,1.071,1,3,4,0.16667,0,0,0,NA,NA,0
11,NA,1,2,2,40,98,0.172,1.071,NA,3,4,0.16667,0,0,0,0,NA,0
11,2,NA,2,2,NA,98,0.172,1.071,1,3,4,0.16667,0,0,0,0,NA,0
11,NA,1,2,NA,NA,NA,0.172,1.071,1,3,5,0.16667,0,0,0,0,0,0
11,NA,NA,NA,NA,40,98,0.172,NA,1,1,5,0.16667,0,0,0,0,0,0
11,NA,0,2,2,40,98,NA,NA,1,3,4,0.16667,0,0,0,0,0,0
8,2,0,2,NA,48,98,NA,NA,0,6,5,0.16667,0,0,0,0,NA,0
43,2,0,2,6,NA,NA,0.179,1.805,NA,28,5,0,0.25,0,0,NA,NA,0
43,2,0,NA,NA,NA,98,0.179,1.214,1,21,4,0,0.16667,0,0,NA,NA,0
43,2,NA,NA,NA,34,98,NA,1.173,1,4,5,0,0,0,0,NA,0,0
43,NA,1,2,6,34,NA,0.179,1.171,1,3,5,0,0,0,0,0,0,0
43,NA,1,2,6,34,98,NA,NA,1,3,5,0,0,0,0,NA,0,0
43,2,1,NA,6,34,98,0.179,1.171,1,3,5,0,0,0,0,NA,NA,0
43,2,1,2,6,34,NA,NA,1.171,NA,3,5,0,0,0,0,NA,0,0
11,NA,1,2,NA,NA,98,NA,1.172,1,36,5,0,0.25,0,0,0,NA,0
11,2,NA,2,2,40,NA,NA,1.171,1,24,5,0,0.16667,0,0,0,NA,0
8,2,0,2,4,48,NA,0.218,1.118,0,6,8,0.08333,0.08333,0,0,0,NA,0
12,NA,0,2,5,28,98,1,1.237,1,3,5,0,0,0,0,0,NA,0
12,NA,0,2,NA,NA,98,NA,1.456,1,66,4,0,0.5,0,0,0,0,0
12,NA,NA,2,NA,28,98,1,1.456,1,66,4,0,0.5,0,0,0,0,0
12,2,NA,NA,5,28,98,NA,1.456,1,66,4,0,0.5,0,0,0,0,0
12,2,1,2,5,28,98,1,1.456,1,66,4,0,0.5,0,0,0,0,0
8,2,1,2,5,NA,97,0.445,NA,1,6,4,0.25,0,0,0,NA,0,0
8,NA,1,2,NA,42,NA,NA,1.021,1,12,6,0.5,0.08333,0,0,NA,0,0
19,2,1,2,4,52,NA,1,1.3,1,6,5,0.08333,0.08333,0,0,0,NA,0
19,2,1,NA,NA,52,NA,1,1.3,1,5,5,0.08333,0.08333,0,0,0,0,0
27,2,0,12,5,34,NA,NA,1,1,5,4,0,0.08333,0,0,0,NA,0
27,2,NA,12,NA,NA,95,NA,1,1,5,4,0,0.08333,0,0,0,0,0
27,NA,NA,NA,NA,34,95,NA,NA,NA,6,4,0,0.08333,0,0,0,0,0
27,NA,NA,12,5,34,NA,0.107,1,1,6,4,0,0.08333,0,0,NA,NA,0
27,NA,1,12,NA,34,NA,NA,1,NA,6,4,0,0.08333,0,0,NA,NA,0
27,2,1,NA,NA,34,NA,NA,1,1,6,1,0,0,0,0,0,0,0
27,2,NA,12,5,34,95,0.107,NA,1,5,1,0,0,0,0,NA,0,0
27,2,0,12,NA,NA,NA,0.107,1,1,6,4,0,0,0,0,0,NA,0
27,2,0,12,5,34,NA,NA,NA,1,5,1,0,0,0,0,NA,0,0
27,2,NA,12,NA,34,NA,NA,1,1,6,NA,0,0,0,0,0,0,0
5,1,0,NA,2,32,95,0.127,1,1,6,4,0.16667,0,0,0,0,0,0
6,2,NA,2,3,43,95,0.939,1.276,1,18,5,0,0.16667,0,0,NA,NA,0
6,NA,1,NA,NA,NA,95,NA,1.367,1,18,5,0,0.16667,0,0,0,0,0
6,NA,1,2,3,43,95,NA,1.385,1,18,NA,0,0.16667,0,0,NA,0,0
6,2,1,2,3,NA,NA,NA,1.281,1,18,5,0.08333,0.08333,0,0,NA,0,0
6,NA,0,NA,3,NA,NA,NA,1.289,NA,18,5,0.08333,0.08333,0,0,NA,NA,0
6,2,0,2,3,43,NA,NA,1.276,1,18,5,0.08333,0.08333,0,0,NA,NA,0
6,NA,0,NA,3,NA,NA,0.946,1.281,1,12,5,0.08333,0.08333,0,0,NA,0,0
6,NA,0,2,3,NA,NA,0.946,1.278,1,12,5,0.08333,0.08333,0,0,NA,NA,0
6,2,0,2,NA,43,NA,NA,1.276,1,12,5,0.08333,0.08333,0,0,0,0,0
6,2,NA,NA,3,43,NA,0.948,1.378,1,6,5,0.08333,0.08333,0,0,NA,0,0
6,2,NA,2,NA,NA,NA,0.948,1.378,1,6,5,0.08333,0.08333,0,0,0,NA,0
6,NA,NA,NA,NA,NA,95,NA,1.389,1,6,5,0.08333,0.08333,0,0,0,0,0
6,NA,NA,2,NA,43,NA,0.948,1.419,NA,12,5,0.08333,0.08333,0,0,NA,NA,0
6,2,1,2,NA,NA,NA,0.948,1.419,NA,18,5,0.08333,0.08333,0,0,NA,NA,0
6,2,1,2,NA,NA,NA,0.948,1.427,1,12,5,0.08333,0.08333,0,0,NA,NA,0
6,2,1,2,3,43,NA,NA,NA,1,12,5,0.08333,0.08333,0,0,NA,NA,0
17,NA,NA,1,NA,55,94,0.095,1.066,1,12,8,0.16667,0.08333,0,0,0,NA,0
17,2,0,1,8,55,NA,NA,1.18,0,12,8,0.16667,0.08333,0,0,NA,0,0
16,2,NA,12,6,38,NA,0.099,1,1,6,4,0.58333,0.08333,0,0,0,NA,0
16,NA,0,12,6,NA,90,0.099,1,1,6,4,0.58333,0.08333,0,0,0,NA,0
16,NA,NA,12,NA,38,NA,0.099,1,1,6,4,0.58333,0.08333,0,0,NA,NA,0
16,2,0,12,6,NA,90,0.099,1,1,3,4,0.58333,0.08333,0,0,0,NA,0
16,2,0,12,6,NA,90,0.099,NA,1,3,4,0.58333,0.08333,0,0,0,NA,0
16,2,NA,12,6,38,90,0.099,1,1,4,4,0.58333,0.08333,0,0,0,0,0
16,2,1,12,6,38,90,0.099,1,NA,6,4,0.58333,0.08333,0,0,NA,0,0
16,NA,1,12,6,38,90,NA,1,1,3,4,0.58333,0.08333,0,0,0,0,0
16,2,1,NA,6,NA,NA,0.099,1,1,6,4,0.58333,0.08333,0,0,NA,NA,0
16,2,NA,12,6,NA,90,NA,1,1,4,4,0.66667,0,0,0,0,0,0
16,NA,0,12,6,38,90,NA,1,1,5,4,0.66667,0,0,0,0,NA,0
16,2,NA,12,6,38,NA,0.201,NA,1,3,4,0.66667,0,0,0,0,NA,0
16,NA,0,12,6,NA,90,NA,1,1,5,4,0.66667,0,0,0,NA,0,0
16,2,0,12,6,38,90,0.202,1,1,6,4,0.66667,0,0,0,NA,NA,0
16,2,NA,12,NA,NA,90,NA,1,1,6,4,0.66667,0,0,0,NA,NA,0
16,2,0,12,6,38,90,0.088,1.3,1,5,5,0.58333,0.08333,0,0,NA,NA,0
16,2,1,12,6,NA,90,NA,1.3,1,6,5,0.58333,0.08333,0,0,NA,NA,0
16,NA,NA,12,6,38,NA,NA,1.3,1,5,5,0.58333,0.08333,0,0,0,NA,0
5,2,NA,11,NA,52,90,1,1,1,3,7,0.33333,0.08333,0,0,NA,0,0
5,2,1,11,1,52,90,NA,1.195,1,60,5,0,0.41667,0,0,NA,NA,0
29,2,NA,NA,3,48,NA,0.144,1,NA,12,8,0.41667,0.08333,0,0,0,NA,0
35,2,0,2,NA,NA,90,0.209,1.106,1,6,8,0,0.08333,0,0,NA,0,0
35,NA,0,2,NA,49,90,NA,1,NA,6,1,0,0.08333,0,0,NA,NA,0
35,2,0,NA,3,49,90,NA,1,NA,6,1,0,0.08333,0,0,0,0,0
29,2,0,2,3,NA,NA,NA,1,1,6,4,0.41667,0.08333,0,0,0,0,0
